lesson;cs;cs
14;CDBA;pCDBA
6;CDBB;pCDBB
7;CDBC;pCDBC
4;CDBD;pCDBD
2;CDBE;pCDBE
6;CDBF;pCDBF
10;CDBG;pCDBG
1;CDBH;pCDBH
6;CDBI;pCDBI
15;CDBJ;pCDBJ
16;CDCA;pCDCA
0;CDCB;pCDCB
4;CDCC;pCDCC
9;CDCD;pCDCD
16;CDCE;pCDCE
1;CDCF;pCDCF
7;CDCG;pCDCG
3;CDCH;pCDCH
17;CDCI;pCDCI
11;CDCJ;pCDCJ
8;CDDA;pCDDA
4;CDDB;pCDDB
5;CDDC;pCDDC
14;CDDD;pCDDD
13;CDDE;pCDDE
14;CDDF;pCDDF
4;CDDG;pCDDG
2;CDDH;pCDDH
8;CDDI;pCDDI
7;CDDJ;pCDDJ
18;CDEA;pCDEA
11;CDEB;pCDEB
5;CDEC;pCDEC
17;CDED;pCDED
5;CDEE;pCDEE
19;CDEF;pCDEF
8;CDEG;pCDEG
18;CDEH;pCDEH
15;CDEI;pCDEI
4;CDEJ;pCDEJ
11;CDFA;pCDFA
3;CDFB;pCDFB
4;CDFC;pCDFC
18;CDFD;pCDFD
0;CDFE;pCDFE
4;CDFF;pCDFF
17;CDFG;pCDFG
19;CDFH;pCDFH
13;CDFI;pCDFI
17;CDFJ;pCDFJ
13;CDGA;pCDGA
14;CDGB;pCDGB
16;CDGC;pCDGC
19;CDGD;pCDGD
18;CDGE;pCDGE
8;CDGF;pCDGF
6;CDGG;pCDGG
18;CDGH;pCDGH
10;CDGI;pCDGI
5;CDGJ;pCDGJ
7;CDHA;pCDHA
1;CDHB;pCDHB
3;CDHC;pCDHC
14;CDHD;pCDHD
4;CDHE;pCDHE
3;CDHF;pCDHF
0;CDHG;pCDHG
11;CDHH;pCDHH
4;CDHI;pCDHI
13;CDHJ;pCDHJ
15;CDIA;pCDIA
12;CDIB;pCDIB
14;CDIC;pCDIC
4;CDID;pCDID
3;CDIE;pCDIE
16;CDIF;pCDIF
7;CDIG;pCDIG
8;CDIH;pCDIH
17;CDII;pCDII
9;CDIJ;pCDIJ
15;CDJA;pCDJA
13;CDJB;pCDJB
2;CDJC;pCDJC
5;CDJD;pCDJD
14;CDJE;pCDJE
0;CDJF;pCDJF
14;CDJG;pCDJG
16;CDJH;pCDJH
9;CDJI;pCDJI
14;CDJJ;pCDJJ
16;CEAA;pCEAA
7;CEAB;pCEAB
1;CEAC;pCEAC
9;CEAD;pCEAD
8;CEAE;pCEAE
1;CEAF;pCEAF
7;CEAG;pCEAG
7;CEAH;pCEAH
13;CEAI;pCEAI
0;CEAJ;pCEAJ
9;CEBA;pCEBA
19;CEBB;pCEBB
12;CEBC;pCEBC
18;CEBD;pCEBD
12;CEBE;pCEBE
0;CEBF;pCEBF
5;CEBG;pCEBG
17;CEBH;pCEBH
2;CEBI;pCEBI
13;CEBJ;pCEBJ
9;CECA;pCECA
15;CECB;pCECB
14;CECC;pCECC
11;CECD;pCECD
4;CECE;pCECE
2;CECF;pCECF
13;CECG;pCECG
9;CECH;pCECH
19;CECI;pCECI
6;CECJ;pCECJ
11;CEDA;pCEDA
10;CEDB;pCEDB
4;CEDC;pCEDC
4;CEDD;pCEDD
7;CEDE;pCEDE
2;CEDF;pCEDF
9;CEDG;pCEDG
4;CEDH;pCEDH
3;CEDI;pCEDI
17;CEDJ;pCEDJ
11;CEEA;pCEEA
10;CEEB;pCEEB
4;CEEC;pCEEC
1;CEED;pCEED
12;CEEE;pCEEE
14;CEEF;pCEEF
8;CEEG;pCEEG
10;CEEH;pCEEH
2;CEEI;pCEEI
16;CEEJ;pCEEJ
5;CEFA;pCEFA
0;CEFB;pCEFB
13;CEFC;pCEFC
9;CEFD;pCEFD
1;CEFE;pCEFE
15;CEFF;pCEFF
15;CEFG;pCEFG
3;CEFH;pCEFH
14;CEFI;pCEFI
18;CEFJ;pCEFJ
7;CEGA;pCEGA
6;CEGB;pCEGB
12;CEGC;pCEGC
10;CEGD;pCEGD
0;CEGE;pCEGE
0;CEGF;pCEGF
8;CEGG;pCEGG
12;CEGH;pCEGH
18;CEGI;pCEGI
18;CEGJ;pCEGJ
16;CEHA;pCEHA
2;CEHB;pCEHB
9;CEHC;pCEHC
9;CEHD;pCEHD
4;CEHE;pCEHE
10;CEHF;pCEHF
17;CEHG;pCEHG
4;CEHH;pCEHH
7;CEHI;pCEHI
19;CEHJ;pCEHJ
18;CEIA;pCEIA
14;CEIB;pCEIB
11;CEIC;pCEIC
16;CEID;pCEID
5;CEIE;pCEIE
2;CEIF;pCEIF
9;CEIG;pCEIG
14;CEIH;pCEIH
11;CEII;pCEII
17;CEIJ;pCEIJ
16;CEJA;pCEJA
9;CEJB;pCEJB
0;CEJC;pCEJC
12;CEJD;pCEJD
11;CEJE;pCEJE
10;CEJF;pCEJF
6;CEJG;pCEJG
11;CEJH;pCEJH
1;CEJI;pCEJI
4;CEJJ;pCEJJ
16;CFAA;pCFAA
1;CFAB;pCFAB
5;CFAC;pCFAC
13;CFAD;pCFAD
1;CFAE;pCFAE
12;CFAF;pCFAF
14;CFAG;pCFAG
18;CFAH;pCFAH
1;CFAI;pCFAI
8;CFAJ;pCFAJ
5;CFBA;pCFBA
13;CFBB;pCFBB
1;CFBC;pCFBC
15;CFBD;pCFBD
9;CFBE;pCFBE
1;CFBF;pCFBF
10;CFBG;pCFBG
16;CFBH;pCFBH
13;CFBI;pCFBI
11;CFBJ;pCFBJ
16;CFCA;pCFCA
16;CFCB;pCFCB
16;CFCC;pCFCC
0;CFCD;pCFCD
8;CFCE;pCFCE
4;CFCF;pCFCF
5;CFCG;pCFCG
7;CFCH;pCFCH
12;CFCI;pCFCI
8;CFCJ;pCFCJ
18;CFDA;pCFDA
13;CFDB;pCFDB
17;CFDC;pCFDC
11;CFDD;pCFDD
7;CFDE;pCFDE
10;CFDF;pCFDF
14;CFDG;pCFDG
1;CFDH;pCFDH
6;CFDI;pCFDI
18;CFDJ;pCFDJ
7;CFEA;pCFEA
13;CFEB;pCFEB
1;CFEC;pCFEC
15;CFED;pCFED
8;CFEE;pCFEE
7;CFEF;pCFEF
2;CFEG;pCFEG
8;CFEH;pCFEH
6;CFEI;pCFEI
9;CFEJ;pCFEJ
6;CFFA;pCFFA
14;CFFB;pCFFB
18;CFFC;pCFFC
8;CFFD;pCFFD
14;CFFE;pCFFE
3;CFFF;pCFFF
14;CFFG;pCFFG
1;CFFH;pCFFH
14;CFFI;pCFFI
5;CFFJ;pCFFJ
5;CFGA;pCFGA
0;CFGB;pCFGB
10;CFGC;pCFGC
15;CFGD;pCFGD
15;CFGE;pCFGE
17;CFGF;pCFGF
1;CFGG;pCFGG
18;CFGH;pCFGH
15;CFGI;pCFGI
18;CFGJ;pCFGJ
15;CFHA;pCFHA
9;CFHB;pCFHB
6;CFHC;pCFHC
0;CFHD;pCFHD
8;CFHE;pCFHE
13;CFHF;pCFHF
17;CFHG;pCFHG
17;CFHH;pCFHH
7;CFHI;pCFHI
8;CFHJ;pCFHJ
7;CFIA;pCFIA
18;CFIB;pCFIB
4;CFIC;pCFIC
4;CFID;pCFID
14;CFIE;pCFIE
4;CFIF;pCFIF
12;CFIG;pCFIG
8;CFIH;pCFIH
10;CFII;pCFII
8;CFIJ;pCFIJ
1;CFJA;pCFJA
6;CFJB;pCFJB
13;CFJC;pCFJC
7;CFJD;pCFJD
9;CFJE;pCFJE
11;CFJF;pCFJF
8;CFJG;pCFJG
3;CFJH;pCFJH
4;CFJI;pCFJI
19;CFJJ;pCFJJ
2;CGAA;pCGAA
16;CGAB;pCGAB
14;CGAC;pCGAC
11;CGAD;pCGAD
12;CGAE;pCGAE
5;CGAF;pCGAF
17;CGAG;pCGAG
8;CGAH;pCGAH
9;CGAI;pCGAI
15;CGAJ;pCGAJ
11;CGBA;pCGBA
1;CGBB;pCGBB
7;CGBC;pCGBC
18;CGBD;pCGBD
2;CGBE;pCGBE
4;CGBF;pCGBF
14;CGBG;pCGBG
13;CGBH;pCGBH
13;CGBI;pCGBI
5;CGBJ;pCGBJ
11;CGCA;pCGCA
17;CGCB;pCGCB
10;CGCC;pCGCC
8;CGCD;pCGCD
8;CGCE;pCGCE
13;CGCF;pCGCF
17;CGCG;pCGCG
8;CGCH;pCGCH
2;CGCI;pCGCI
5;CGCJ;pCGCJ
4;CGDA;pCGDA
8;CGDB;pCGDB
6;CGDC;pCGDC
6;CGDD;pCGDD
18;CGDE;pCGDE
4;CGDF;pCGDF
0;CGDG;pCGDG
12;CGDH;pCGDH
17;CGDI;pCGDI
3;CGDJ;pCGDJ
17;CGEA;pCGEA
7;CGEB;pCGEB
15;CGEC;pCGEC
8;CGED;pCGED
16;CGEE;pCGEE
7;CGEF;pCGEF
17;CGEG;pCGEG
15;CGEH;pCGEH
19;CGEI;pCGEI
19;CGEJ;pCGEJ
3;CGFA;pCGFA
5;CGFB;pCGFB
15;CGFC;pCGFC
8;CGFD;pCGFD
10;CGFE;pCGFE
10;CGFF;pCGFF
6;CGFG;pCGFG
5;CGFH;pCGFH
11;CGFI;pCGFI
14;CGFJ;pCGFJ
19;CGGA;pCGGA
6;CGGB;pCGGB
4;CGGC;pCGGC
10;CGGD;pCGGD
19;CGGE;pCGGE
18;CGGF;pCGGF
12;CGGG;pCGGG
17;CGGH;pCGGH
2;CGGI;pCGGI
13;CGGJ;pCGGJ
7;CGHA;pCGHA
6;CGHB;pCGHB
3;CGHC;pCGHC
6;CGHD;pCGHD
3;CGHE;pCGHE
12;CGHF;pCGHF
9;CGHG;pCGHG
7;CGHH;pCGHH
4;CGHI;pCGHI
19;CGHJ;pCGHJ
14;CGIA;pCGIA
2;CGIB;pCGIB
3;CGIC;pCGIC
9;CGID;pCGID
13;CGIE;pCGIE
9;CGIF;pCGIF
1;CGIG;pCGIG
17;CGIH;pCGIH
7;CGII;pCGII
17;CGIJ;pCGIJ
2;CGJA;pCGJA
2;CGJB;pCGJB
1;CGJC;pCGJC
8;CGJD;pCGJD
8;CGJE;pCGJE
7;CGJF;pCGJF
17;CGJG;pCGJG
18;CGJH;pCGJH
8;CGJI;pCGJI
1;CGJJ;pCGJJ
6;CHAA;pCHAA
16;CHAB;pCHAB
16;CHAC;pCHAC
14;CHAD;pCHAD
5;CHAE;pCHAE
16;CHAF;pCHAF
10;CHAG;pCHAG
5;CHAH;pCHAH
5;CHAI;pCHAI
8;CHAJ;pCHAJ
8;CHBA;pCHBA
18;CHBB;pCHBB
10;CHBC;pCHBC
14;CHBD;pCHBD
12;CHBE;pCHBE
4;CHBF;pCHBF
1;CHBG;pCHBG
11;CHBH;pCHBH
14;CHBI;pCHBI
11;CHBJ;pCHBJ
11;CHCA;pCHCA
19;CHCB;pCHCB
16;CHCC;pCHCC
7;CHCD;pCHCD
19;CHCE;pCHCE
1;CHCF;pCHCF
13;CHCG;pCHCG
18;CHCH;pCHCH
0;CHCI;pCHCI
7;CHCJ;pCHCJ
13;CHDA;pCHDA
9;CHDB;pCHDB
8;CHDC;pCHDC
16;CHDD;pCHDD
0;CHDE;pCHDE
10;CHDF;pCHDF
18;CHDG;pCHDG
8;CHDH;pCHDH
12;CHDI;pCHDI
12;CHDJ;pCHDJ
6;CHEA;pCHEA
4;CHEB;pCHEB
0;CHEC;pCHEC
11;CHED;pCHED
18;CHEE;pCHEE
3;CHEF;pCHEF
15;CHEG;pCHEG
10;CHEH;pCHEH
11;CHEI;pCHEI
15;CHEJ;pCHEJ
14;CHFA;pCHFA
15;CHFB;pCHFB
14;CHFC;pCHFC
4;CHFD;pCHFD
17;CHFE;pCHFE
17;CHFF;pCHFF
17;CHFG;pCHFG
6;CHFH;pCHFH
7;CHFI;pCHFI
11;CHFJ;pCHFJ
0;CHGA;pCHGA
5;CHGB;pCHGB
7;CHGC;pCHGC
4;CHGD;pCHGD
12;CHGE;pCHGE
6;CHGF;pCHGF
2;CHGG;pCHGG
18;CHGH;pCHGH
9;CHGI;pCHGI
4;CHGJ;pCHGJ
2;CHHA;pCHHA
0;CHHB;pCHHB
7;CHHC;pCHHC
12;CHHD;pCHHD
1;CHHE;pCHHE
19;CHHF;pCHHF
8;CHHG;pCHHG
8;CHHH;pCHHH
7;CHHI;pCHHI
3;CHHJ;pCHHJ
7;CHIA;pCHIA
1;CHIB;pCHIB
0;CHIC;pCHIC
14;CHID;pCHID
4;CHIE;pCHIE
16;CHIF;pCHIF
6;CHIG;pCHIG
1;CHIH;pCHIH
11;CHII;pCHII
6;CHIJ;pCHIJ
5;CHJA;pCHJA
3;CHJB;pCHJB
14;CHJC;pCHJC
0;CHJD;pCHJD
19;CHJE;pCHJE
10;CHJF;pCHJF
6;CHJG;pCHJG
2;CHJH;pCHJH
2;CHJI;pCHJI
15;CHJJ;pCHJJ
12;CIAA;pCIAA
10;CIAB;pCIAB
4;CIAC;pCIAC
5;CIAD;pCIAD
8;CIAE;pCIAE
19;CIAF;pCIAF
7;CIAG;pCIAG
1;CIAH;pCIAH
19;CIAI;pCIAI
6;CIAJ;pCIAJ
13;CIBA;pCIBA
12;CIBB;pCIBB
6;CIBC;pCIBC
9;CIBD;pCIBD
1;CIBE;pCIBE
6;CIBF;pCIBF
5;CIBG;pCIBG
3;CIBH;pCIBH
2;CIBI;pCIBI
13;CIBJ;pCIBJ
1;CICA;pCICA
3;CICB;pCICB
4;CICC;pCICC
5;CICD;pCICD
0;CICE;pCICE
4;CICF;pCICF
13;CICG;pCICG
11;CICH;pCICH
7;CICI;pCICI
4;CICJ;pCICJ
2;CIDA;pCIDA
12;CIDB;pCIDB
14;CIDC;pCIDC
19;CIDD;pCIDD
18;CIDE;pCIDE
3;CIDF;pCIDF
9;CIDG;pCIDG
15;CIDH;pCIDH
1;CIDI;pCIDI
17;CIDJ;pCIDJ
3;CIEA;pCIEA
13;CIEB;pCIEB
1;CIEC;pCIEC
8;CIED;pCIED
10;CIEE;pCIEE
11;CIEF;pCIEF
17;CIEG;pCIEG
6;CIEH;pCIEH
18;CIEI;pCIEI
12;CIEJ;pCIEJ
15;CIFA;pCIFA
12;CIFB;pCIFB
15;CIFC;pCIFC
11;CIFD;pCIFD
7;CIFE;pCIFE
2;CIFF;pCIFF
3;CIFG;pCIFG
16;CIFH;pCIFH
0;CIFI;pCIFI
0;CIFJ;pCIFJ
5;CIGA;pCIGA
15;CIGB;pCIGB
3;CIGC;pCIGC
13;CIGD;pCIGD
3;CIGE;pCIGE
11;CIGF;pCIGF
6;CIGG;pCIGG
19;CIGH;pCIGH
14;CIGI;pCIGI
6;CIGJ;pCIGJ
8;CIHA;pCIHA
4;CIHB;pCIHB
7;CIHC;pCIHC
9;CIHD;pCIHD
10;CIHE;pCIHE
11;CIHF;pCIHF
0;CIHG;pCIHG
18;CIHH;pCIHH
3;CIHI;pCIHI
6;CIHJ;pCIHJ
5;CIIA;pCIIA
4;CIIB;pCIIB
14;CIIC;pCIIC
3;CIID;pCIID
1;CIIE;pCIIE
19;CIIF;pCIIF
11;CIIG;pCIIG
16;CIIH;pCIIH
12;CIII;pCIII
17;CIIJ;pCIIJ
9;CIJA;pCIJA
8;CIJB;pCIJB
17;CIJC;pCIJC
13;CIJD;pCIJD
12;CIJE;pCIJE
2;CIJF;pCIJF
11;CIJG;pCIJG
5;CIJH;pCIJH
7;CIJI;pCIJI
8;CIJJ;pCIJJ
15;CJAA;pCJAA
9;CJAB;pCJAB
3;CJAC;pCJAC
17;CJAD;pCJAD
1;CJAE;pCJAE
2;CJAF;pCJAF
12;CJAG;pCJAG
10;CJAH;pCJAH
13;CJAI;pCJAI
4;CJAJ;pCJAJ
19;CJBA;pCJBA
15;CJBB;pCJBB
4;CJBC;pCJBC
3;CJBD;pCJBD
2;CJBE;pCJBE
8;CJBF;pCJBF
15;CJBG;pCJBG
7;CJBH;pCJBH
4;CJBI;pCJBI
13;CJBJ;pCJBJ
5;CJCA;pCJCA
19;CJCB;pCJCB
12;CJCC;pCJCC
7;CJCD;pCJCD
12;CJCE;pCJCE
4;CJCF;pCJCF
15;CJCG;pCJCG
0;CJCH;pCJCH
14;CJCI;pCJCI
15;CJCJ;pCJCJ
11;CJDA;pCJDA
3;CJDB;pCJDB
1;CJDC;pCJDC
4;CJDD;pCJDD
15;CJDE;pCJDE
12;CJDF;pCJDF
16;CJDG;pCJDG
19;CJDH;pCJDH
0;CJDI;pCJDI
12;CJDJ;pCJDJ
11;CJEA;pCJEA
11;CJEB;pCJEB
19;CJEC;pCJEC
12;CJED;pCJED
9;CJEE;pCJEE
13;CJEF;pCJEF
8;CJEG;pCJEG
14;CJEH;pCJEH
9;CJEI;pCJEI
11;CJEJ;pCJEJ
1;CJFA;pCJFA
9;CJFB;pCJFB
16;CJFC;pCJFC
14;CJFD;pCJFD
4;CJFE;pCJFE
18;CJFF;pCJFF
0;CJFG;pCJFG
5;CJFH;pCJFH
16;CJFI;pCJFI
18;CJFJ;pCJFJ
0;CJGA;pCJGA
11;CJGB;pCJGB
15;CJGC;pCJGC
6;CJGD;pCJGD
6;CJGE;pCJGE
19;CJGF;pCJGF
19;CJGG;pCJGG
17;CJGH;pCJGH
4;CJGI;pCJGI
1;CJGJ;pCJGJ
6;CJHA;pCJHA
1;CJHB;pCJHB
16;CJHC;pCJHC
8;CJHD;pCJHD
16;CJHE;pCJHE
1;CJHF;pCJHF
2;CJHG;pCJHG
10;CJHH;pCJHH
15;CJHI;pCJHI
5;CJHJ;pCJHJ
19;CJIA;pCJIA
11;CJIB;pCJIB
2;CJIC;pCJIC
2;CJID;pCJID
3;CJIE;pCJIE
2;CJIF;pCJIF
1;CJIG;pCJIG
12;CJIH;pCJIH
19;CJII;pCJII
8;CJIJ;pCJIJ
12;CJJA;pCJJA
9;CJJB;pCJJB
9;CJJC;pCJJC
6;CJJD;pCJJD
18;CJJE;pCJJE
3;CJJF;pCJJF
7;CJJG;pCJJG
13;CJJH;pCJJH
0;CJJI;pCJJI
1;CJJJ;pCJJJ
10;DAAA;pDAAA
1;DAAB;pDAAB
13;DAAC;pDAAC
18;DAAD;pDAAD
14;DAAE;pDAAE
10;DAAF;pDAAF
9;DAAG;pDAAG
15;DAAH;pDAAH
14;DAAI;pDAAI
6;DAAJ;pDAAJ
9;DABA;pDABA
6;DABB;pDABB
2;DABC;pDABC
6;DABD;pDABD
9;DABE;pDABE
10;DABF;pDABF
16;DABG;pDABG
6;DABH;pDABH
16;DABI;pDABI
9;DABJ;pDABJ
3;DACA;pDACA
4;DACB;pDACB
3;DACC;pDACC
0;DACD;pDACD
13;DACE;pDACE
0;DACF;pDACF
0;DACG;pDACG
6;DACH;pDACH
9;DACI;pDACI
8;DACJ;pDACJ
13;DADA;pDADA
15;DADB;pDADB
4;DADC;pDADC
0;DADD;pDADD
18;DADE;pDADE
14;DADF;pDADF
19;DADG;pDADG
3;DADH;pDADH
15;DADI;pDADI
17;DADJ;pDADJ
12;DAEA;pDAEA
16;DAEB;pDAEB
2;DAEC;pDAEC
4;DAED;pDAED
16;DAEE;pDAEE
18;DAEF;pDAEF
15;DAEG;pDAEG
13;DAEH;pDAEH
6;DAEI;pDAEI
16;DAEJ;pDAEJ
17;DAFA;pDAFA
10;DAFB;pDAFB
6;DAFC;pDAFC
19;DAFD;pDAFD
16;DAFE;pDAFE
3;DAFF;pDAFF
12;DAFG;pDAFG
9;DAFH;pDAFH
7;DAFI;pDAFI
14;DAFJ;pDAFJ
10;DAGA;pDAGA
18;DAGB;pDAGB
3;DAGC;pDAGC
16;DAGD;pDAGD
7;DAGE;pDAGE
5;DAGF;pDAGF
1;DAGG;pDAGG
5;DAGH;pDAGH
18;DAGI;pDAGI
17;DAGJ;pDAGJ
1;DAHA;pDAHA
3;DAHB;pDAHB
2;DAHC;pDAHC
5;DAHD;pDAHD
19;DAHE;pDAHE
11;DAHF;pDAHF
11;DAHG;pDAHG
13;DAHH;pDAHH
7;DAHI;pDAHI
13;DAHJ;pDAHJ
17;DAIA;pDAIA
10;DAIB;pDAIB
15;DAIC;pDAIC
10;DAID;pDAID
3;DAIE;pDAIE
15;DAIF;pDAIF
8;DAIG;pDAIG
10;DAIH;pDAIH
11;DAII;pDAII
1;DAIJ;pDAIJ
13;DAJA;pDAJA
3;DAJB;pDAJB
15;DAJC;pDAJC
8;DAJD;pDAJD
14;DAJE;pDAJE
14;DAJF;pDAJF
15;DAJG;pDAJG
3;DAJH;pDAJH
13;DAJI;pDAJI
0;DAJJ;pDAJJ
18;DBAA;pDBAA
17;DBAB;pDBAB
5;DBAC;pDBAC
1;DBAD;pDBAD
19;DBAE;pDBAE
1;DBAF;pDBAF
16;DBAG;pDBAG
12;DBAH;pDBAH
9;DBAI;pDBAI
12;DBAJ;pDBAJ
3;DBBA;pDBBA
8;DBBB;pDBBB
8;DBBC;pDBBC
5;DBBD;pDBBD
7;DBBE;pDBBE
1;DBBF;pDBBF
10;DBBG;pDBBG
5;DBBH;pDBBH
14;DBBI;pDBBI
6;DBBJ;pDBBJ
16;DBCA;pDBCA
11;DBCB;pDBCB
6;DBCC;pDBCC
9;DBCD;pDBCD
9;DBCE;pDBCE
5;DBCF;pDBCF
1;DBCG;pDBCG
3;DBCH;pDBCH
1;DBCI;pDBCI
17;DBCJ;pDBCJ
18;DBDA;pDBDA
18;DBDB;pDBDB
13;DBDC;pDBDC
15;DBDD;pDBDD
7;DBDE;pDBDE
8;DBDF;pDBDF
19;DBDG;pDBDG
16;DBDH;pDBDH
8;DBDI;pDBDI
10;DBDJ;pDBDJ
12;DBEA;pDBEA
6;DBEB;pDBEB
7;DBEC;pDBEC
5;DBED;pDBED
9;DBEE;pDBEE
8;DBEF;pDBEF
12;DBEG;pDBEG
19;DBEH;pDBEH
18;DBEI;pDBEI
17;DBEJ;pDBEJ
19;DBFA;pDBFA
10;DBFB;pDBFB
16;DBFC;pDBFC
4;DBFD;pDBFD
7;DBFE;pDBFE
4;DBFF;pDBFF
7;DBFG;pDBFG
3;DBFH;pDBFH
1;DBFI;pDBFI
15;DBFJ;pDBFJ
11;DBGA;pDBGA
16;DBGB;pDBGB
1;DBGC;pDBGC
11;DBGD;pDBGD
14;DBGE;pDBGE
11;DBGF;pDBGF
9;DBGG;pDBGG
4;DBGH;pDBGH
10;DBGI;pDBGI
9;DBGJ;pDBGJ
12;DBHA;pDBHA
5;DBHB;pDBHB
7;DBHC;pDBHC
5;DBHD;pDBHD
16;DBHE;pDBHE
9;DBHF;pDBHF
7;DBHG;pDBHG
13;DBHH;pDBHH
7;DBHI;pDBHI
1;DBHJ;pDBHJ
5;DBIA;pDBIA
11;DBIB;pDBIB
6;DBIC;pDBIC
2;DBID;pDBID
16;DBIE;pDBIE
4;DBIF;pDBIF
19;DBIG;pDBIG
1;DBIH;pDBIH
0;DBII;pDBII
0;DBIJ;pDBIJ
1;DBJA;pDBJA
12;DBJB;pDBJB
15;DBJC;pDBJC
12;DBJD;pDBJD
14;DBJE;pDBJE
0;DBJF;pDBJF
13;DBJG;pDBJG
13;DBJH;pDBJH
8;DBJI;pDBJI
19;DBJJ;pDBJJ
4;DCAA;pDCAA
14;DCAB;pDCAB
7;DCAC;pDCAC
2;DCAD;pDCAD
9;DCAE;pDCAE
3;DCAF;pDCAF
14;DCAG;pDCAG
10;DCAH;pDCAH
18;DCAI;pDCAI
2;DCAJ;pDCAJ
3;DCBA;pDCBA
11;DCBB;pDCBB
14;DCBC;pDCBC
6;DCBD;pDCBD
0;DCBE;pDCBE
7;DCBF;pDCBF
10;DCBG;pDCBG
11;DCBH;pDCBH
11;DCBI;pDCBI
8;DCBJ;pDCBJ
14;DCCA;pDCCA
10;DCCB;pDCCB
2;DCCC;pDCCC
0;DCCD;pDCCD
19;DCCE;pDCCE
17;DCCF;pDCCF
4;DCCG;pDCCG
19;DCCH;pDCCH
6;DCCI;pDCCI
0;DCCJ;pDCCJ
10;DCDA;pDCDA
11;DCDB;pDCDB
17;DCDC;pDCDC
9;DCDD;pDCDD
10;DCDE;pDCDE
12;DCDF;pDCDF
16;DCDG;pDCDG
17;DCDH;pDCDH
16;DCDI;pDCDI
11;DCDJ;pDCDJ
7;DCEA;pDCEA
8;DCEB;pDCEB
13;DCEC;pDCEC
15;DCED;pDCED
17;DCEE;pDCEE
4;DCEF;pDCEF
0;DCEG;pDCEG
4;DCEH;pDCEH
8;DCEI;pDCEI
13;DCEJ;pDCEJ
15;DCFA;pDCFA
7;DCFB;pDCFB
12;DCFC;pDCFC
11;DCFD;pDCFD
19;DCFE;pDCFE
11;DCFF;pDCFF
17;DCFG;pDCFG
2;DCFH;pDCFH
8;DCFI;pDCFI
14;DCFJ;pDCFJ
9;DCGA;pDCGA
17;DCGB;pDCGB
3;DCGC;pDCGC
7;DCGD;pDCGD
5;DCGE;pDCGE
11;DCGF;pDCGF
0;DCGG;pDCGG
15;DCGH;pDCGH
15;DCGI;pDCGI
3;DCGJ;pDCGJ
18;DCHA;pDCHA
17;DCHB;pDCHB
0;DCHC;pDCHC
19;DCHD;pDCHD
5;DCHE;pDCHE
3;DCHF;pDCHF
3;DCHG;pDCHG
15;DCHH;pDCHH
8;DCHI;pDCHI
9;DCHJ;pDCHJ
13;DCIA;pDCIA
13;DCIB;pDCIB
6;DCIC;pDCIC
8;DCID;pDCID
18;DCIE;pDCIE
8;DCIF;pDCIF
1;DCIG;pDCIG
11;DCIH;pDCIH
12;DCII;pDCII
9;DCIJ;pDCIJ
9;DCJA;pDCJA
9;DCJB;pDCJB
18;DCJC;pDCJC
9;DCJD;pDCJD
11;DCJE;pDCJE
19;DCJF;pDCJF
12;DCJG;pDCJG
8;DCJH;pDCJH
10;DCJI;pDCJI
11;DCJJ;pDCJJ
2;DDAA;pDDAA
1;DDAB;pDDAB
2;DDAC;pDDAC
14;DDAD;pDDAD
2;DDAE;pDDAE
7;DDAF;pDDAF
14;DDAG;pDDAG
14;DDAH;pDDAH
2;DDAI;pDDAI
16;DDAJ;pDDAJ
5;DDBA;pDDBA
7;DDBB;pDDBB
1;DDBC;pDDBC
16;DDBD;pDDBD
17;DDBE;pDDBE
18;DDBF;pDDBF
4;DDBG;pDDBG
0;DDBH;pDDBH
12;DDBI;pDDBI
10;DDBJ;pDDBJ
15;DDCA;pDDCA
12;DDCB;pDDCB
8;DDCC;pDDCC
11;DDCD;pDDCD
18;DDCE;pDDCE
1;DDCF;pDDCF
0;DDCG;pDDCG
0;DDCH;pDDCH
15;DDCI;pDDCI
15;DDCJ;pDDCJ
8;DDDA;pDDDA
13;DDDB;pDDDB
17;DDDC;pDDDC
2;DDDD;pDDDD
17;DDDE;pDDDE
9;DDDF;pDDDF
1;DDDG;pDDDG
12;DDDH;pDDDH
1;DDDI;pDDDI
8;DDDJ;pDDDJ
15;DDEA;pDDEA
2;DDEB;pDDEB
9;DDEC;pDDEC
1;DDED;pDDED
7;DDEE;pDDEE
18;DDEF;pDDEF
7;DDEG;pDDEG
10;DDEH;pDDEH
6;DDEI;pDDEI
13;DDEJ;pDDEJ
19;DDFA;pDDFA
11;DDFB;pDDFB
4;DDFC;pDDFC
12;DDFD;pDDFD
13;DDFE;pDDFE
8;DDFF;pDDFF
15;DDFG;pDDFG
12;DDFH;pDDFH
13;DDFI;pDDFI
9;DDFJ;pDDFJ
8;DDGA;pDDGA
2;DDGB;pDDGB
13;DDGC;pDDGC
0;DDGD;pDDGD
4;DDGE;pDDGE
0;DDGF;pDDGF
14;DDGG;pDDGG
6;DDGH;pDDGH
2;DDGI;pDDGI
1;DDGJ;pDDGJ
17;DDHA;pDDHA
10;DDHB;pDDHB
2;DDHC;pDDHC
15;DDHD;pDDHD
8;DDHE;pDDHE
11;DDHF;pDDHF
1;DDHG;pDDHG
15;DDHH;pDDHH
9;DDHI;pDDHI
11;DDHJ;pDDHJ
12;DDIA;pDDIA
17;DDIB;pDDIB
